"","Equil.pop","Equil.pop.sd","Equil.pop.se","Equil.harvest","Equil.harvest.sd","Equil.harvest.se","speed","harvest","thresh","steps.harv","steps.move","req","management"
"236",783.743095999205,55.1452741190556,3.18381388571724,7.83885736384472,4.9203895082136,0.284078820708493,0.22,0.04,NA,101,500,0,"Few Large MPAs"
"237",555.293800761546,49.2016531444013,2.84065876874947,6.96695016044022,4.39525049443038,0.253759905611521,0.22,0.05,NA,101,700,0,"Few Large MPAs"
"238",325.885892603815,34.9911282046839,2.02021372882229,4.92697506877034,3.12863663914786,0.180631920580854,0.22,0.06,NA,101,700,0,"Few Large MPAs"
"239",116.034709775675,16.8344258658698,0.971936030531273,2.05588355627484,1.32619558549898,0.0765679378285927,0.22,0.07,NA,101,700,0,"Few Large MPAs"
"240",14.4232305882969,6.5632572117437,0.378929831796098,0.292733464661269,0.238644402135153,0.0137781409813328,0.22,0.08,NA,101,700,0,"Few Large MPAs"
"241",9.41561529342292,9.44945454198181,0.545564512350833,0.213794788143886,0.280757072419286,0.0162095171338166,0.22,0.09,NA,101,500,0,"Few Large MPAs"
"242",2.01426050173451,2.91133490116439,0.168085998888841,0.0503714024080943,0.0892096368216743,0.00515052078333024,0.22,0.1,NA,101,500,0,"Few Large MPAs"
"243",0.429887091658154,0.783670394759291,0.0452452313370217,0.0116861823460593,0.0253468217252296,0.00146339943461628,0.22,0.11,NA,101,500,0,"Few Large MPAs"
"244",0.0912667207402761,0.1963369317647,0.0113355180406215,0.00266925991914768,0.00670539175549149,0.000387135973505491,0.22,0.12,NA,101,500,0,"Few Large MPAs"
"245",0.0192115706124001,0.0469489101735566,0.00271059659268625,0.000599325813160109,0.00168628170833047,9.73575198234136e-05,0.22,0.13,NA,101,500,0,"Few Large MPAs"
