"","Equil.pop","Equil.pop.sd","Equil.pop.se","Equil.harvest","Equil.harvest.sd","Equil.harvest.se","speed","harvest","thresh","steps.harv","steps.move","req"
"1",4.64794071565224,2.71807432632451,0.121313594185943,NA,NA,NA,0,0,NA,101,301,0
"2",4.6158796429966,2.73611895748307,0.122118965488855,NA,NA,NA,0,0.02,NA,101,301,0
"3",4.58381857034097,2.7544018960536,0.122934972972091,NA,NA,NA,0,0.04,NA,101,301,0
"4",4.55175749768533,2.77291842827745,0.123761406250305,NA,NA,NA,0,0.06,NA,101,301,0
"5",4.51969642502969,2.79166390602259,0.124598057867213,NA,NA,NA,0,0.08,NA,101,301,0
"6",4.48763535237406,2.81063374844705,0.125444723369832,NA,NA,NA,0,0.1,NA,101,301,0
"7",4.45557427971842,2.82982344343978,0.126301201372789,NA,NA,NA,0,0.12,NA,101,301,0
"8",4.42351320706278,2.84922854885051,0.127167293613216,NA,NA,NA,0,0.14,NA,101,301,0
"9",4.6436917782463,2.71630761960563,0.121234742206119,NA,NA,NA,0.02,0,NA,101,600,0
"10",4.44317536501286,2.63770491515981,0.11772653181735,NA,NA,NA,0.02,0.02,NA,101,600,0
"11",4.19050991666895,2.52586763624133,0.112734989776657,NA,NA,NA,0.02,0.04,NA,101,1200,0
"12",3.6892274118859,2.2619862458437,0.100957386935601,NA,NA,NA,0.02,0.06,NA,101,1200,0
"13",0.410375976560019,0.260954990508169,0.0116469912219483,NA,NA,NA,0.02,0.08,NA,101,1200,0
"14",0.00020543781394501,0.000132762580619724,5.92548396208089e-06,NA,NA,NA,0.02,0.1,NA,101,1200,0
"15",5.82725197807837e-08,3.81664515627723e-08,1.70345209899562e-09,NA,NA,NA,0.02,0.12,NA,101,600,0
"16",9.75276229193439e-12,6.47442184516576e-12,2.88967588820553e-13,NA,NA,NA,0.02,0.14,NA,101,600,0
"17",4.61663656655889,2.70228296321735,0.120608791157905,NA,NA,NA,0.04,0,NA,101,400,0
"18",4.06309424782599,2.41994030783839,0.108007221736387,NA,NA,NA,0.04,0.02,NA,101,600,0
"19",3.25992097871938,1.97916657404031,0.0883345272291291,NA,NA,NA,0.04,0.04,NA,101,800,0
"20",1.98013878144437,1.22952646113582,0.0548764515754826,NA,NA,NA,0.04,0.06,NA,101,600,0
"21",0.564140321181261,0.35852109288344,0.0160015794814471,NA,NA,NA,0.04,0.08,NA,101,600,0
"22",0.0356977518673798,0.0230745455170319,0.00102986736741064,NA,NA,NA,0.04,0.1,NA,101,600,0
"23",3.49748073832092e-05,2.29176504200814e-05,1.02286479653284e-06,NA,NA,NA,0.04,0.12,NA,101,600,0
"24",5.38711750014667e-09,3.57784779865798e-09,1.59687162231649e-10,NA,NA,NA,0.04,0.14,NA,101,600,0
"25",4.56520887017885,2.67444510754532,0.119366326853932,NA,NA,NA,0.06,0,NA,101,360,0
"26",3.81286968106247,2.27614006147187,0.101589102642809,NA,NA,NA,0.06,0.02,NA,101,480,0
"27",2.84812545930078,1.73510765093652,0.0774416444009732,NA,NA,NA,0.06,0.04,NA,101,720,0
"28",1.69602096334762,1.05571673471461,0.0471189438383246,NA,NA,NA,0.06,0.06,NA,101,720,0
"29",0.651830764941212,0.414192569825061,0.018486319098763,NA,NA,NA,0.06,0.08,NA,101,600,0
"30",0.0665147520529362,0.0430051385937847,0.00191941327017772,NA,NA,NA,0.06,0.1,NA,101,600,0
"31",0.000365102544650485,0.0002393455268476,1.06825136579226e-05,NA,NA,NA,0.06,0.12,NA,101,480,0
"32",3.72089599396695e-07,2.47232137434307e-07,1.10345103148765e-08,NA,NA,NA,0.06,0.14,NA,101,480,0
"33",4.48980919468364,2.63296680056825,0.117515059413818,NA,NA,NA,0.08,0,NA,101,600,0
"34",3.63913885901448,2.17620525300568,0.0971287938565844,NA,NA,NA,0.08,0.02,NA,101,1200,0
"35",2.65075594601478,1.61791468886771,0.0722110665230354,NA,NA,NA,0.08,0.04,NA,101,1200,0
"36",1.60202303882332,0.998331457518175,0.0445577135722378,NA,NA,NA,0.08,0.06,NA,101,1200,0
"37",0.671760296352854,0.426995673721026,0.0190577495910469,NA,NA,NA,0.08,0.08,NA,101,600,0
"38",0.0367442673779002,0.023772785872074,0.00106103135960006,NA,NA,NA,0.08,0.1,NA,101,1200,0
"39",6.11587012072144e-05,4.01111711865072e-05,1.79024918359126e-06,NA,NA,NA,0.08,0.12,NA,101,600,0
"40",1.04926717662316e-08,6.97484720822424e-09,3.11302665836832e-10,NA,NA,NA,0.08,0.14,NA,101,600,0
"41",4.39078994599087,2.57798009059501,0.115060882442015,NA,NA,NA,0.1,0,NA,101,400,0
"42",3.49304364261385,2.09203901519987,0.0933722708217129,NA,NA,NA,0.1,0.02,NA,101,800,0
"43",2.51312267173766,1.5361359412603,0.0685611023906358,NA,NA,NA,0.1,0.04,NA,101,800,0
"44",1.52474617632558,0.951131601151113,0.042451080885452,NA,NA,NA,0.1,0.06,NA,101,800,0
"45",0.640770333730182,0.407572335050586,0.0181908435604129,NA,NA,NA,0.1,0.08,NA,101,600,0
"46",0.0446923472830939,0.0289266704502847,0.00129106048578945,NA,NA,NA,0.1,0.1,NA,101,600,0
"47",3.14014635574211e-05,2.06039858462771e-05,9.19600892941055e-07,NA,NA,NA,0.1,0.12,NA,101,600,0
"48",5.36016321173461e-09,3.56464628090149e-09,1.59097949658528e-10,NA,NA,NA,0.1,0.14,NA,101,600,0
"49",4.26845792235556,2.50957830689747,0.112007961427784,NA,NA,NA,0.12,0,NA,101,600,0
"50",3.34908361541092,2.00884939737765,0.089659336469908,NA,NA,NA,0.12,0.02,NA,101,1200,0
"51",2.38323599739148,1.45876998186322,0.0651080906347744,NA,NA,NA,0.12,0.04,NA,101,1200,0
"52",1.43127288413865,0.893820422354812,0.0398931577928138,NA,NA,NA,0.12,0.06,NA,101,1200,0
"53",0.568999427760703,0.362266451621695,0.0161687430228017,NA,NA,NA,0.12,0.08,NA,101,1200,0
"54",0.0229597148531831,0.0148693600515175,0.000663652017762779,NA,NA,NA,0.12,0.1,NA,101,600,0
"55",1.16291553543077e-05,7.63381420549482e-06,3.40713802285376e-07,NA,NA,NA,0.12,0.12,NA,101,600,0
"56",1.93444699019657e-09,1.28701344774137e-09,5.74422213546586e-11,NA,NA,NA,0.12,0.14,NA,101,600,0
"57",4.12307654121094,2.42781774543881,0.108358808982927,NA,NA,NA,0.14,0,NA,101,600,0
"58",3.19479186951513,1.9193309601756,0.0856639330853455,NA,NA,NA,0.14,0.02,NA,101,1200,0
"59",2.24232976058216,1.37453238732444,0.0613483827930482,NA,NA,NA,0.14,0.04,NA,101,1200,0
"60",1.31351638107253,0.821334723641346,0.0366579627310581,NA,NA,NA,0.14,0.06,NA,101,1200,0
"61",0.464626537446157,0.296162554992932,0.0132183817276508,NA,NA,NA,0.14,0.08,NA,101,600,0
"62",0.00865221673363792,0.00560646173412283,0.000250228633207432,NA,NA,NA,0.14,0.1,NA,101,600,0
"63",3.28256129818821e-06,2.1557358982825e-06,9.62152018447377e-08,NA,NA,NA,0.14,0.12,NA,101,600,0
"64",5.27747322818988e-10,3.51267180242726e-10,1.56778215158046e-11,NA,NA,NA,0.14,0.14,NA,101,600,0
"65",3.95486781232327,2.3327190795585,0.10411434780374,NA,NA,NA,0.16,0,NA,101,400,0
"66",3.02423735958541,1.81994287782532,0.0812280258798703,NA,NA,NA,0.16,0.02,NA,101,640,0
"67",2.08368314636317,1.27930870392595,0.0570983418089534,NA,NA,NA,0.16,0.04,NA,101,640,0
"68",1.17119697841754,0.733405189451113,0.0327334755585027,NA,NA,NA,0.16,0.06,NA,101,640,0
"69",0.33327172823152,0.212722266931504,0.00949425941553938,NA,NA,NA,0.16,0.08,NA,101,640,0
"70",0.00242746746585237,0.00157370449653091,7.02378690721469e-05,NA,NA,NA,0.16,0.1,NA,101,600,0
"71",4.73463072847792e-06,3.11067648842664e-06,1.388362862288e-07,NA,NA,NA,0.16,0.12,NA,101,520,0
