"","Equil.pop","Equil.sd","speed","harvest","thresh"
"1",2333.26623925742,0,0,0,NA
"2",2333.26623925742,0,0,0.01,NA
"3",2333.26623925742,0,0,0.02,NA
"4",2333.26623925742,0,0,0.03,NA
"5",2333.26623925742,0,0,0.04,NA
"6",2333.26623925742,0,0,0.05,NA
"7",2333.26623925742,0,0,0.06,NA
"8",2333.26623925742,0,0,0.07,NA
"9",2333.26623925742,0,0,0.08,NA
"10",2333.26623925742,0,0,0.09,NA
"11",2333.26623925742,0,0,0.1,NA
"12",2333.26623925742,0,0,0.11,NA
"13",2333.26623925742,0,0,0.12,NA
"14",2333.26623925742,0,0,0.13,NA
"15",2333.26623925742,0,0,0.14,NA
"16",2333.26623925742,0,0,0.15,NA
"17",2333.26623925742,0,0,0.16,NA
"18",2333.26623925742,0,0,0.17,NA
"19",2333.26623925742,0,0,0.18,NA
"20",2333.26623925742,0,0,0.19,NA
"21",2333.26623925742,0,0,0.2,NA
"22",2331.13327267964,0,0.02,0,NA
"23",1913.68558690781,273.348449672707,0.02,0.01,NA
"24",1485.28878507566,541.969301364783,0.02,0.02,NA
"25",1037.87215520708,747.673518713714,0.02,0.03,NA
"26",526.178010347689,650.310877170891,0.02,0.04,NA
"27",0.0563782090296348,0.0968591982839038,0.02,0.05,NA
"28",8.49004317168847e-43,3.22327602566103e-42,0.02,0.06,NA
"29",1.36619790422711e-84,5.71659480958996e-84,0.02,0.07,NA
"30",2.48891012679091e-127,1.10548437578527e-126,0.02,0.08,NA
"31",4.60167383199363e-171,0,0.02,0.09,NA
"32",7.66985174218482e-216,0,0.02,0.1,NA
"33",1.01337149646361e-261,0,0.02,0.11,NA
"34",9.22703842047128e-309,0,0.02,0.12,NA
"35",NA,NA,0.02,0.13,NA
"36",NA,NA,0.02,0.14,NA
"37",NA,NA,0.02,0.15,NA
"38",NA,NA,0.02,0.16,NA
"39",NA,NA,0.02,0.17,NA
"40",NA,NA,0.02,0.18,NA
"41",NA,NA,0.02,0.19,NA
"42",NA,NA,0.02,0.2,NA
"43",2317.55155641256,0,0.04,0,NA
"44",1869.40927390504,224.055849063734,0.04,0.01,NA
"45",1410.1577010123,408.978485634459,0.04,0.02,NA
"46",939.899599947204,487.369421449348,0.04,0.03,NA
"47",458.991179525038,344.587190447785,0.04,0.04,NA
"48",0.0263034821331163,0.0306117117096982,0.04,0.05,NA
"49",5.73984876126645e-43,2.5849896829633e-42,0.04,0.06,NA
"50",1.41690443614768e-84,7.27403877974788e-84,0.04,0.07,NA
"51",4.06138483247354e-127,2.23027652131507e-126,0.04,0.08,NA
"52",1.21397564540313e-170,0,0.04,0.09,NA
"53",3.36962920566458e-215,0,0.04,0.1,NA
"54",NA,NA,0.04,0.11,NA
"55",1.24351956853456e-307,0,0.04,0.12,NA
"56",4.93571580195405e-321,0,0.04,0.13,NA
"57",NA,NA,0.04,0.14,NA
"58",NA,NA,0.04,0.15,NA
"59",NA,NA,0.04,0.16,NA
"60",NA,NA,0.04,0.17,NA
"61",NA,NA,0.04,0.18,NA
"62",NA,NA,0.04,0.19,NA
"63",NA,NA,0.04,0.2,NA
"64",2291.73485282954,0,0.06,0,NA
"65",1848.85392196463,181.269060424142,0.06,0.01,NA
"66",1394.12873943275,308.588747827704,0.06,0.02,NA
"67",926.230076882141,336.750585428806,0.06,0.03,NA
"68",444.014019355306,221.508593433525,0.06,0.04,NA
"69",0.000977059742125557,0.0011568718302977,0.06,0.05,NA
"70",2.78882126936487e-44,1.28290634343282e-43,0.06,0.06,NA
"71",1.02169220762324e-85,5.75220246276206e-85,0.06,0.07,NA
"72",4.46991696818336e-128,2.73506765882654e-127,0.06,0.08,NA
"73",2.09483894353095e-171,0,0.06,0.09,NA
"74",9.37869252423072e-216,0,0.06,0.1,NA
"75",3.54565303847627e-261,0,0.06,0.11,NA
"76",9.90148319172173e-308,0,0.06,0.12,NA
"77",4.94065645841247e-321,0,0.06,0.13,NA
"78",NA,NA,0.06,0.14,NA
"79",4.87148726799469e-321,0,0.06,0.15,NA
"80",NA,NA,0.06,0.16,NA
"81",NA,NA,0.06,0.17,NA
"82",NA,NA,0.06,0.18,NA
"83",NA,NA,0.06,0.19,NA
"84",NA,NA,0.06,0.2,NA
"85",2253.88421573119,0,0.08,0,NA
"86",1810.3659519588,147.221417468298,0.08,0.01,NA
"87",1355.00788303571,238.730104859148,0.08,0.02,NA
"88",887.351392453065,247.37921082469,0.08,0.03,NA
"89",407.408537525322,153.596513143556,0.08,0.04,NA
"90",2.66524192565728e-06,3.98240612667867e-06,0.08,0.05,NA
"91",1.03242731892083e-46,4.77837169912852e-46,0.08,0.06,NA
"92",5.46267547671801e-88,3.24332473879769e-87,0.08,0.07,NA
"93",3.55108751769083e-130,2.3489016412177e-129,0.08,0.08,NA
"94",2.54083481718421e-173,0,0.08,0.09,NA
"95",1.78530550034244e-217,0,0.08,0.1,NA
"96",1.09080267013526e-262,0,0.08,0.11,NA
"97",5.08223064535796e-309,0,0.08,0.12,NA
"98",4.94065645841247e-321,0,0.08,0.13,NA
"99",4.91101251966199e-321,0,0.08,0.14,NA
"100",NA,NA,0.08,0.15,NA
"101",NA,NA,0.08,0.16,NA
"102",NA,NA,0.08,0.17,NA
"103",NA,NA,0.08,0.18,NA
"104",NA,NA,0.08,0.19,NA
"105",NA,NA,0.08,0.2,NA
"106",2204.17655288728,0,0.1,0,NA
"107",1759.22943639889,119.523531755663,0.1,0.01,NA
"108",1303.73825798352,187.329061206614,0.1,0.02,NA
"109",837.430546199431,186.944619388941,0.1,0.03,NA
"110",359.93698539981,108.070834165253,0.1,0.04,NA
"111",6.31142486070426e-10,1.20044849665764e-09,0.1,0.05,NA
"112",3.41930990360354e-50,1.60834205487196e-49,0.1,0.06,NA
"113",2.59965225688755e-91,1.59703586586382e-90,0.1,0.07,NA
"114",2.48989795834576e-133,1.74002509254729e-132,0.1,0.08,NA
"115",2.69332901446783e-176,0,0.1,0.09,NA
"116",2.93758540131155e-220,0,0.1,0.1,NA
"117",2.86458940212408e-265,0,0.1,0.11,NA
"118",2.19481587777044e-311,0,0.1,0.12,NA
"119",NA,NA,0.1,0.13,NA
"120",4.90607186320358e-321,0,0.1,0.14,NA
"121",4.86654661153628e-321,0,0.1,0.15,NA
"122",NA,NA,0.1,0.16,NA
"123",NA,NA,0.1,0.17,NA
"124",NA,NA,0.1,0.18,NA
"125",NA,NA,0.1,0.19,NA
"126",NA,NA,0.1,0.2,NA
"127",2142.76587702249,0,0.12,0,NA
"128",1699.31468821213,98.0598258412424,0.12,0.01,NA
"129",1244.89847068602,149.455610159846,0.12,0.02,NA
"130",779.077328499507,143.674111080699,0.12,0.03,NA
"131",301.4123817697,74.5145635779104,0.12,0.04,NA
"132",1.26534598555562e-14,2.95786776625244e-14,0.12,0.05,NA
"133",9.44479808171285e-55,4.56979608813493e-54,0.12,0.06,NA
"134",1.00735979816108e-95,6.36169995857859e-95,0.12,0.07,NA
"135",1.38282541819885e-137,1.00618594073342e-136,0.12,0.08,NA
"136",2.19439670476706e-180,0,0.12,0.09,NA
"137",3.59869672516996e-224,0,0.12,0.1,NA
"138",5.41584504002784e-269,0,0.12,0.11,NA
"139",6.5855859468925e-315,0,0.12,0.12,NA
"140",4.94065645841247e-321,0,0.12,0.13,NA
"141",4.91101251966199e-321,0,0.12,0.14,NA
"142",4.87148726799469e-321,0,0.12,0.15,NA
"143",NA,NA,0.12,0.16,NA
"144",NA,NA,0.12,0.17,NA
"145",NA,NA,0.12,0.18,NA
"146",NA,NA,0.12,0.19,NA
"147",NA,NA,0.12,0.2,NA
"148",2069.78442368789,0,0.14,0,NA
"149",1626.01812089275,81.512239967485,0.14,0.01,NA
"150",1171.48655071147,120.988027084282,0.14,0.02,NA
"151",705.873925478305,111.29432564995,0.14,0.03,NA
"152",228.859332439435,48.3107917497617,0.14,0.04,NA
"153",2.46316807252037e-20,6.83790563308465e-20,0.14,0.05,NA
"154",2.51940657361217e-60,1.26517150753743e-59,0.14,0.06,NA
"155",3.73941538187235e-101,2.42515933945507e-100,0.14,0.07,NA
"156",7.27871480233607e-143,5.4700880961841e-142,0.14,0.08,NA
"157",1.67272460199317e-185,0,0.14,0.09,NA
"158",4.06431646180858e-229,0,0.14,0.1,NA
"159",9.28694974003108e-274,0,0.14,0.11,NA
"160",1.80828026377896e-319,0,0.14,0.12,NA
