"","Equil.pop","Equil.pop.sd","Equil.pop.se","Equil.harvest","Equil.harvest.sd","Equil.harvest.se","speed","harvest","thresh","steps.harv","steps.move","req"
"175",21.8432635244132,8.40064911015666,0.485011702511654,0.334037869813313,0.12874791202739,0.00743326416666156,0.28,0.06,NA,180,643,0
"176",1.81189792100512,1.58967090437146,0.0917796924561781,0.0325400354208673,0.0285653127315608,0.00164921909950525,0.28,0.07,NA,216,643,0
"177",0.283712603472033,0.372575318486682,0.0215106460421697,0.00586432454006563,0.00770396410389571,0.00044478857492114,0.28,0.08,NA,270,594,0
"178",0.253148532037653,0.422027954916947,0.0243657953376847,0.00592891554999964,0.00988727308121366,0.000570841977499005,0.28,0.09,NA,363,496,0
"179",0.124470632245263,0.244465118729617,0.0141142002106018,0.00326247882571641,0.0064093742477053,0.000370045394724971,0.28,0.1,NA,563,447,0
"180",0.0312135906248883,0.069418396731002,0.00400787300393563,0.000906485881060035,0.00201648694573917,0.000116421928093987,0.28,0.11,NA,671,398,0
"181",1078.84258435031,0.205016364957612,0.0118366253496556,0,0,0,0.3,0,NA,101,496,0
"182",854.99989219641,0.748017682446575,0.043186821031913,2.14477569275102,0.0438745322204314,0.0025330972988035,0.3,0.01,NA,101,496,0
"183",630.060048426348,2.57411797646755,0.148616770663939,3.16698838314108,0.066395702530678,0.00383335767291213,0.3,0.02,NA,101,496,0
"184",404.092503190898,4.36396658866912,0.251953728470265,3.05262260439172,0.0714039990161597,0.00412251180531956,0.3,0.03,NA,116,545,0
"185",183.867622749693,7.13866735974988,0.412151152180679,1.85591320273037,0.0822225133479201,0.00474711902148693,0.3,0.04,NA,133,643,0
"186",39.6051773118386,10.6792413553024,0.61656628712248,0.501666767961669,0.135946888461748,0.00784889726488823,0.3,0.05,NA,154,643,0
"187",3.87644749744345,2.88204044589859,0.166394682725494,0.059295780484255,0.044142707768473,0.00254858042128869,0.3,0.06,NA,180,643,0
"188",0.616587943816202,0.740741893974679,0.0427667531886314,0.0110820362143728,0.0133271735198056,0.000769444721919662,0.3,0.07,NA,216,594,0
"189",0.171767090138124,0.270213494943182,0.0156007834044116,0.0035538903836917,0.00559656303075094,0.000323117717234076,0.3,0.08,NA,270,545,0
"190",0.0814503041907777,0.153325821124701,0.00885227041000666,0.00190978497852674,0.00359898554497399,0.00020778752732003,0.3,0.09,NA,363,496,0
"191",0.0514765685048125,0.110712434000768,0.00639198535729823,0.00135100076534693,0.00290896129243728,0.000167948958525086,0.3,0.1,NA,563,447,0
"192",0.0167185160301354,0.0399715433436008,0.00230775813093527,0.000486241906639721,0.00116390555462037,6.7198118527137e-05,0.3,0.11,NA,671,398,0
"193",904.463208236449,0.161063151965593,0.0092989854143865,0,0,0,0.32,0,NA,101,545,0
"194",679.078466508032,0.775524279251967,0.0447749151389214,1.69745269302719,0.0354013692420263,0.00204389900615652,0.32,0.01,NA,101,545,0
"195",453.679219974451,3.37204606136709,0.194685170125011,2.27235846260199,0.0505501453050314,0.00291851399994346,0.32,0.02,NA,101,545,0
"196",229.566393346372,5.4237679313474,0.313141387518548,1.72817728595902,0.0549401616457548,0.00317197171154981,0.32,0.03,NA,116,643,0
"197",61.3307793769027,11.7008278470128,0.675547610721432,0.61764556171003,0.118838037179828,0.00686111727557402,0.32,0.04,NA,133,643,0
