"","Equil.pop","Equil.pop.sd","Equil.pop.se","Equil.harvest","Equil.harvest.sd","Equil.harvest.se","speed","harvest","thresh","steps.harv","steps.move"
"1",1538.64937266135,3.90710131593725e-05,2.25576599650751e-06,0,0,0,0,0,NA,101,301
"2",1248.6266176233,0.082397845640394,0.00475724183611267,16.4469724594673,0.0010859431758116,6.26969584879464e-05,0,0.02,NA,101,301
"3",959.066582980967,0.122285332579034,0.0070601469682448,25.5938481390219,0.00326589977391674,0.000188556811361717,0,0.04,NA,134,301
"4",670.499163060087,0.209453112857101,0.0120927811090652,27.1810458721461,0.00850330645549483,0.000490938627108182,0,0.06,NA,180,301
"5",383.247996218903,0.442347779335774,0.0255389609474942,20.9436121683401,0.0242694964213866,0.00140120002919842,0,0.08,NA,269,301
"6",101.329439755446,1.53962948272372,0.0888905496302823,6.81119350159053,0.107043057006102,0.00618013377773534,0,0.1,NA,556,301
"7",3.57669748756831,0.920538080484202,0.0531472908566855,0.0990652849802176,0.0778763659199081,0.00449619408273687,0,0.12,NA,404,301
"8",1.39836399570903,0.31734339090227,0.0183218292162974,0.0196404340535478,0.0317671121099665,0.00183407507280662,0,0.14,NA,230,301
"9",1537.80913462129,0.064586669757996,0.00372891311708405,0,0,0,0.02,0,NA,101,311
"10",1243.23445718097,1.21445348364343,0.0701165045699811,16.9330128848973,0.303361319848288,0.0175145739676129,0.02,0.02,NA,101,393
"11",948.938415413956,1.93319816181559,0.111613247912112,26.165719515493,0.474689750193584,0.0274062255055822,0.02,0.04,NA,134,601
"12",654.414912729492,2.03723122378216,0.117619599545214,27.3918343005184,0.519625536430401,0.0300005943335896,0.02,0.06,NA,180,601
"13",360.010455234249,1.50430329449078,0.0868509912017093,20.3363072418856,0.415825465362022,0.0240076944362665,0.02,0.08,NA,269,510
"14",93.4280013252613,5.96863798501766,0.344599474734537,5.84769630978224,0.447782404252476,0.0258527291633545,0.02,0.1,NA,556,348
"15",3.53888119627979,0.918487064295956,0.0530288753818459,0.0883355225933257,0.0807956672743261,0.00466474002501876,0.02,0.12,NA,404,302
"16",1.39746389743589,0.311428135511314,0.017980311787068,0.0188790044481607,0.032291909996962,0.00186437429293932,0.02,0.14,NA,230,301
"17",1529.20990871507,0.0657973332184862,0.00379881080456525,0,0,0,0.04,0,NA,101,341
"18",1233.89838801357,0.528884998422747,0.0305351896209728,16.8204937341273,0.297121752455728,0.0171543323762408,0.04,0.02,NA,101,348
"19",938.172562657249,0.7632316672091,0.0440652008517221,25.9222153489426,0.46330216909891,0.0267487632045393,0.04,0.04,NA,134,413
"20",647.891772272723,1.29867794001472,0.0749792058258128,27.0638665418058,0.492876278507177,0.0284562252073299,0.04,0.06,NA,180,353
"21",367.357629061592,4.55236172871911,0.262830726952453,20.0304169824185,0.454088720778237,0.0262168245177288,0.04,0.08,NA,269,334
"22",97.7431602461467,8.21074735876859,0.474047719783305,5.7361551417806,0.602756270719532,0.0348001495155657,0.04,0.1,NA,556,316
"23",2.97748692505285,0.768321595142894,0.0443590679779952,0.0717500542284822,0.0675359243135664,0.00389918840824078,0.04,0.12,NA,404,316
"24",1.36065627058106,0.298063640834336,0.0172087123271344,0.0179377294103397,0.0311270426063873,0.00179712064278747,0.04,0.14,NA,230,302
"25",1512.61958199648,0.0639349742283679,0.003691287458138,0,0,0,0.06,0,NA,101,356
"26",1221.3552762839,0.996947310263325,0.0575587797948404,16.601977960399,0.291110186033451,0.0168072544270255,0.06,0.02,NA,101,329
"27",943.794948714591,4.20632294612255,0.242852168524235,25.5181055171053,0.465885105897063,0.0268978891301107,0.06,0.04,NA,134,310
"28",642.59765157353,3.64948988947015,0.210703397009041,26.4022685188433,0.492802217881128,0.0284519493150914,0.06,0.06,NA,180,329
"29",356.584546277977,6.05952570900922,0.349846879925793,19.1427776888884,0.488493207533361,0.028203168486669,0.06,0.08,NA,269,340
"30",98.1134274923268,10.9655342774371,0.633095416688639,5.28086050078523,0.798058546184981,0.046075931646898,0.06,0.1,NA,556,310
"31",3.16928951210787,0.812263975539915,0.0468960824931005,0.0716119276958365,0.0714733644997378,0.00412651662338119,0.06,0.12,NA,404,310
"32",1.20564930971766,0.262791602105311,0.0151722802216274,0.0154643490706166,0.027318049037987,0.00157720829658172,0.06,0.14,NA,230,306
"33",1488.20202933525,0.0656590091605998,0.00379082466135964,0,0,0,0.08,0,NA,101,366
"34",1193.80273359555,0.485114834854681,0.0280081180491231,16.2631011940539,0.298486449767198,0.0172331232122547,0.08,0.02,NA,101,357
"35",901.402682919868,1.02990007167744,0.0594613083621384,24.8114919605184,0.458503769881348,0.0264717274965454,0.08,0.04,NA,134,357
"36",609.789743591242,1.6859751877911,0.0973398228518224,25.3693764526762,0.476258732056326,0.027496810715663,0.08,0.06,NA,180,371
"37",319.806333133921,2.80042699233851,0.161682727787253,17.6928790000514,0.368340711952632,0.021266160919935,0.08,0.08,NA,269,413
"38",98.0933142683522,14.0500854983685,0.81118206446203,4.72898340747967,1.01817936963848,0.0587846133144101,0.08,0.1,NA,556,307
"39",3.26332434335407,0.830598830411929,0.0479546458326915,0.0684291371763489,0.0730315904122804,0.00421648083838766,0.08,0.12,NA,404,307
"40",1.16820703076604,0.250456986191202,0.0144601408397913,0.0143875198303438,0.0260778340775273,0.00150560445245428,0.08,0.14,NA,230,307
"41",1456.04343015776,0.068806153608527,0.00397252513077858,0,0,0,0.1,0,NA,101,374
"42",1160.23660551164,0.413315472932415,0.0238627799557767,15.8202919284285,0.277033168905674,0.0159945174642146,0.1,0.02,NA,101,372
"43",863.777358020509,0.528032769910502,0.0304859861848772,23.8765875216271,0.419237474932976,0.0242046869006932,0.1,0.04,NA,134,432
"44",572.930606085727,1.32688456283676,0.0766077159537364,23.9126457320889,0.424081063986447,0.0244843316450798,0.1,0.06,NA,180,399
"45",323.951888022749,12.6406928139824,0.72981073988961,16.1934940789121,0.77785191459999,0.044909301228397,0.1,0.08,NA,269,344
"46",62.4446595203806,10.2491671981103,0.591735944079846,2.85835267595639,0.742402107002616,0.0428626056324906,0.1,0.1,NA,556,398
"47",3.02002356405232,0.754961789583645,0.0435877392443999,0.0563216023995714,0.0664219013639897,0.00383487026325862,0.1,0.12,NA,404,311
"48",1.18164765281825,0.248571109847085,0.0143512597182978,0.0137167027273691,0.025915311085933,0.00149622118315963,0.1,0.14,NA,230,306
"49",1416.2282453796,0.0736556499238227,0.00425251093108559,0,0,0,0.12,0,NA,101,381
"50",1119.65291875783,0.357392906930938,0.020634089102304,15.2692509298499,0.268018864696607,0.0154740763680484,0.12,0.02,NA,101,392
"51",824.04783031521,0.563385510852739,0.0325270776348364,22.7556403072487,0.398730670700456,0.0230207260063068,0.12,0.04,NA,134,411
"52",563.012138146092,8.19746167211879,0.473280670306942,22.3635838630787,0.527442364525138,0.0304518991140601,0.12,0.06,NA,180,345
"53",299.078067618814,16.666841983286,0.962260570559115,14.1537108116132,0.982628183267452,0.0567320646122777,0.12,0.08,NA,269,349
"54",40.5088777029943,8.07208887775289,0.466042268649321,1.6170876696345,0.583801750811971,0.0337058097984666,0.12,0.1,NA,556,447
"55",2.59925059120265,0.636790120755063,0.036765094763523,0.0432169819293113,0.0560307461378177,0.00323493663655647,0.12,0.12,NA,404,318
"56",1.20007664259783,0.247541992438974,0.0142918435970378,0.0131093137651481,0.0258113899074663,0.00149022129112341,0.12,0.14,NA,230,305
"57",1368.80935734464,0.0782226247914081,0.00451618534800385,0,0,0,0.14,0,NA,101,388
"58",1073.37920333424,0.542077947717939,0.0312968849036712,14.6189448646439,0.255702969039826,0.014763017800773,0.14,0.02,NA,101,380
"59",778.357244377999,1.00283935542084,0.0578989571806173,21.4263841592284,0.376317114437047,0.0217266787320892,0.14,0.04,NA,134,394
"60",520.337232826013,9.6875019155321,0.559308183870747,20.364671649657,0.547539737049135,0.0316122214577335,0.14,0.06,NA,180,353
"61",239.724136723889,14.3637347701372,0.82929061361071,11.3961953777365,0.844122099747071,0.0487354121517883,0.14,0.08,NA,269,387
"62",15.7552534097285,3.64764186849677,0.210596701468396,0.529683753640238,0.263753324183849,0.0152278052717204,0.14,0.1,NA,556,545
"63",1.94795909303599,0.46386099495306,0.0267810270302717,0.0286223710372474,0.0407935162992809,0.00235521476165812,0.14,0.12,NA,404,330
"64",1.06574754495827,0.214057101851974,0.0123585925376189,0.0108348155710918,0.0223072967111139,0.00128791237610545,0.14,0.14,NA,230,308
"65",1313.84944073706,0.0845854704405935,0.00488354441284078,0,0,0,0.16,0,NA,101,395
"66",1017.79230931267,0.556708436995044,0.0321415765959225,13.8613484275065,0.241246725942581,0.0139283862164065,0.16,0.02,NA,101,388
"67",751.549775317683,6.82595747153163,0.394096838366572,19.9577235911893,0.397953351209794,0.0229758474445889,0.16,0.04,NA,134,349
"68",454.227557250903,7.83232233564958,0.452199340886721,17.9497621544514,0.458179247648973,0.0264529911967235,0.16,0.06,NA,180,379
"69",198.359268725701,17.482601605066,1.00935847428198,8.70122118101847,1.00870964884883,0.0582378787297045,0.16,0.08,NA,269,398
"70",7.10736153430821,1.80350527250105,0.104125425456339,0.186976356817592,0.130373182025173,0.00752709917373418,0.16,0.1,NA,556,568
"71",1.66220454255611,0.383190364070531,0.0221235059846992,0.0215632669637896,0.0337238783335171,0.00194704902339743,0.16,0.12,NA,404,333
"72",0.962645341077249,0.188046604486579,0.0108568757720522,0.00907912376733118,0.0196053151346059,0.00113191339705121,0.16,0.14,NA,230,310
"73",1251.36187741062,0.0894778078805382,0.00516600364663264,0,0,0,0.18,0,NA,101,403
"74",954.945945105832,0.546133929231036,0.0315310571055127,12.9987212775344,0.228368451904433,0.0131848587181442,0.18,0.02,NA,101,400
"75",659.000153989878,1.02245800723178,0.0590316405710357,18.1130073258101,0.319058734801266,0.0184208646424812,0.18,0.04,NA,134,423
"76",408.402220851427,12.5427796749147,0.724157722169816,15.4181541975642,0.596495852697279,0.0344387041125269,0.18,0.06,NA,180,375
"77",133.131578604235,15.1465159794564,0.874484507802412,5.53696466217969,0.869404035631657,0.0501950654006484,0.18,0.08,NA,269,447
"78",4.31241696888486,1.11541100344065,0.0643982843093527,0.0877287661741499,0.0806138001452014,0.00465423992142307,0.18,0.1,NA,556,545
"79",1.53146344631778,0.339775812086748,0.0196169656572408,0.0175069205198724,0.0299000874488515,0.00172628235373878,0.18,0.12,NA,404,332
"80",0.857918434810268,0.162343815000853,0.00937292452920132,0.00746422232144463,0.0169173618340257,0.000976724340885302,0.18,0.14,NA,230,312
"81",1181.40957690667,0.100211826606588,0.00578573250672976,0,0,0,0.2,0,NA,101,411
"82",884.785389650237,0.687930800075438,0.0397177032607389,12.0339466415491,0.21078889920488,0.0121699027698122,0.2,0.02,NA,101,405
"83",611.756995369409,6.39961237740762,0.369481792880555,16.2229257319052,0.335321603668632,0.0193598018143181,0.2,0.04,NA,134,375
"84",328.525831334622,11.0789315305283,0.639642410148396,12.402831210951,0.515179620161367,0.0297439092381174,0.2,0.06,NA,180,406
"85",76.9475215548894,12.5551243577474,0.724870442765466,2.77285576847949,0.717332250523073,0.0414151967937896,0.2,0.08,NA,269,496
"86",2.95352098368892,0.746391899139746,0.0430929563889288,0.0471990085315644,0.0539339924401828,0.00311388050538108,0.2,0.1,NA,556,517
"87",1.4050480813918,0.298914311115685,0.0172578257987272,0.014176282662795,0.0263125174743264,0.00151915390468591,0.2,0.12,NA,404,331
"88",0.782817460100756,0.143608591203824,0.00829124587894708,0.00628752530775417,0.0149670180049753,0.000864121187413847,0.2,0.14,NA,230,313
