"","x"
"339",1233.85254394972
"340",1234.18979185177
"341",1233.83288784963
"342",1234.24216672081
"343",1234.18030580473
"344",1233.48283050495
"345",1233.86540636968
"346",1234.51618790384
"347",1234.45580549867
"348",1234.61083817959
"349",1234.20672291472
"350",1234.1234285876
"351",1234.3966828827
"352",1234.09704432227
"353",1234.45644493791
"354",1234.32617354733
"355",1233.5392546998
"356",1233.92585518354
"357",1234.72032553153
"358",1234.70995863317
"359",1234.80025115789
"360",1234.31527329475
"361",1234.66665957215
"362",1234.87158924162
"363",1234.61741659753
"364",1234.91428695781
"365",1234.70375795875
"366",1233.81583883899
"367",1234.20148727568
"368",1234.60092707183
"369",1234.72816337231
"370",1234.76419730561
"371",1234.20458672242
"372",1234.55725616387
"373",1234.9013492013
"374",1234.70736350241
"375",1234.95456447343
"376",1234.67682209745
"377",1233.70064238561
"378",1234.10323492645
"379",1234.12732820477
"380",1234.40121489778
"381",1234.39295205417
"382",1233.76875849095
"383",1234.13768429281
"384",1234.63607651451
"385",1234.51223880633
"386",1234.71742843811
"387",1234.38029270508
"388",1233.85254394972
"389",1234.18979185177
"390",1233.83288784963
"391",1234.24216672081
"392",1234.18030580473
"393",1233.48283050495
"394",1233.86540636968
"395",1234.51618790384
"396",1234.45580549867
"397",1234.61083817959
"398",1234.20672291472
"399",1234.1234285876
"400",1234.3966828827
"401",1234.09704432227
"402",1234.45644493791
"403",1234.32617354733
"404",1233.5392546998
"405",1233.92585518354
"406",1234.72032553153
"407",1234.70995863317
"408",1234.80025115789
"409",1234.31527329475
"410",1234.66665957215
"411",1234.87158924162
"412",1234.61741659753
"413",1234.91428695781
"414",1234.70375795875
"415",1233.81583883899
"416",1234.20148727568
"417",1234.60092707183
"418",1234.72816337231
"419",1234.76419730561
"420",1234.20458672242
"421",1234.55725616387
"422",1234.9013492013
"423",1234.70736350241
"424",1234.95456447343
"425",1234.67682209745
"426",1233.70064238561
"427",1234.10323492645
"428",1234.12732820477
"429",1234.40121489778
"430",1234.39295205417
"431",1233.76875849095
"432",1234.13768429281
"433",1234.63607651451
"434",1234.51223880633
"435",1234.71742843811
"436",1234.38029270508
"437",1233.85254394972
"438",1234.18979185177
"439",1233.83288784963
"440",1234.24216672081
"441",1234.18030580473
"442",1233.48283050495
"443",1233.86540636968
"444",1234.51618790384
"445",1234.45580549867
"446",1234.61083817959
"447",1234.20672291472
"448",1234.1234285876
"449",1234.3966828827
"450",1234.09704432227
"451",1234.45644493791
"452",1234.32617354733
"453",1233.5392546998
"454",1233.92585518354
"455",1234.72032553153
"456",1234.70995863317
"457",1234.80025115789
"458",1234.31527329475
"459",1234.66665957215
"460",1234.87158924162
"461",1234.61741659753
"462",1234.91428695781
"463",1234.70375795875
"464",1233.81583883899
"465",1234.20148727568
"466",1234.60092707183
"467",1234.72816337231
"468",1234.76419730561
"469",1234.20458672242
"470",1234.55725616387
"471",1234.9013492013
"472",1234.70736350241
"473",1234.95456447343
"474",1234.67682209745
"475",1233.70064238561
"476",1234.10323492645
"477",1234.12732820477
"478",1234.40121489778
"479",1234.39295205417
"480",1233.76875849095
"481",1234.13768429281
